accident_index,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_location-restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,1st_point_of_impact,was_vehicle_left_hand_drive?,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_(cc),propulsion_code,age_of_vehicle,driver_imd_decile,driver_home_area_type,vehicle_imd_decile,NUmber_of_Casualities_unique_to_accident_index,No_of_Vehicles_involved_unique_to_accident_index,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_(district),local_authority_(highway),1st_road_class,1st_road_number,road_type,speed_limit,junction_detail,junction_control,2nd_road_class,2nd_road_number,pedestrian_crossing-human_control,pedestrian_crossing-physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,lsoa_of_accident_location,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile
201501EO40681,2,9,0,3,0,1,0,0,0,0,2,1,6,1,24,5,1598,1,10,-1,1,-1,2,3,531520,181790,-0.105799,51.519725,1,3,3,2,20/09/2015,1,1899-12-30 04:48:00,2,E09000007,3,201,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01000916,2,2,1,24,5,3,0,0,1,0,0,9,1,3
201501EO40681,3,9,0,3,0,1,0,0,0,0,2,1,6,1,-1,-1,1598,1,10,-1,-1,-1,2,3,531520,181790,-0.105799,51.519725,1,3,3,2,20/09/2015,1,1899-12-30 04:48:00,2,E09000007,3,201,6,30,6,2,6,0,0,5,4,1,1,0,0,1,1,E01000916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40683,1,1,0,18,0,8,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,-1,1,-1,1,2,532540,182430,-0.090866,51.525238,1,3,2,1,21/09/2015,2,1899-12-30 18:05:00,3,E09000019,3,5201,6,30,6,2,4,144,0,5,1,2,2,0,0,1,1,E01002706,1,1,1,33,6,3,0,0,0,0,0,1,1,3
201501EO40683,2,9,0,9,0,8,0,0,0,0,4,1,1,2,31,6,1797,8,1,-1,1,-1,1,2,532540,182430,-0.090866,51.525238,1,3,2,1,21/09/2015,2,1899-12-30 18:05:00,3,E09000019,3,5201,6,30,6,2,4,144,0,5,1,2,2,0,0,1,1,E01002706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40684,1,1,0,18,0,8,0,0,0,0,2,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,531180,185190,-0.109431,51.550359,1,3,2,1,15/05/2015,6,1899-12-30 10:40:00,3,E09000019,3,1,6,30,3,4,3,1,0,0,1,1,1,0,0,1,1,E01002795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40684,2,1,0,18,0,8,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,531180,185190,-0.109431,51.550359,1,3,2,1,15/05/2015,6,1899-12-30 10:40:00,3,E09000019,3,1,6,30,3,4,3,1,0,0,1,1,1,0,0,1,1,E01002795,1,1,2,-1,-1,3,0,0,0,0,0,1,-1,-1
201501EO40685,1,5,0,4,0,1,0,0,0,0,4,1,6,1,54,8,675,1,3,-1,1,-1,1,1,532190,182310,-0.095954,51.524242,1,3,1,1,18/09/2015,6,1899-12-30 17:40:00,3,E09000019,3,5201,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01033490,1,1,1,54,8,3,0,0,0,0,0,5,1,10
201501EO40686,1,9,0,9,0,5,0,0,0,0,3,1,6,2,25,5,1796,1,11,-1,1,-1,1,2,531020,185360,-0.111674,51.551923,1,3,2,1,22/08/2015,7,1899-12-30 13:40:00,3,E09000019,3,1,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40686,2,1,0,15,0,8,0,0,0,0,1,1,6,2,29,6,-1,-1,-1,-1,1,-1,1,2,531020,185360,-0.111674,51.551923,1,3,2,1,22/08/2015,7,1899-12-30 13:40:00,3,E09000019,3,1,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01033488,1,1,2,29,6,3,0,0,0,0,0,1,1,2
201501EO40687,1,3,0,13,0,8,0,0,0,0,4,1,6,1,25,5,124,1,5,-1,1,-1,1,2,530800,182740,-0.115818,51.52843,1,3,2,1,42225,3,1899-12-30 17:15:00,3,E09000019,3,201,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000938,1,1,1,25,5,3,0,0,0,0,0,3,1,4
201501EO40687,2,9,0,9,0,8,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,530800,182740,-0.115818,51.52843,1,3,2,1,42225,3,1899-12-30 17:15:00,3,E09000019,3,201,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01000938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40688,1,9,0,9,0,8,0,0,0,0,3,1,6,1,43,7,1240,1,12,-1,-1,-1,1,2,532740,185170,-0.086953,51.549814,1,3,2,1,24/09/2015,5,1899-12-30 21:48:00,3,E09000019,3,105,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40688,2,3,0,13,0,8,0,0,0,0,4,1,6,1,24,5,125,1,5,-1,1,-1,1,2,532740,185170,-0.086953,51.549814,1,3,2,1,24/09/2015,5,1899-12-30 21:48:00,3,E09000019,3,105,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002776,1,1,1,24,5,3,0,0,0,0,0,3,1,4
201501EO40690,1,3,0,18,2,0,0,0,0,0,4,1,6,1,27,6,125,1,-1,-1,3,-1,1,1,531200,185170,-0.109151,51.550174,1,3,1,1,21/09/2015,2,1899-12-30 09:09:00,3,E09000019,3,1,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002795,1,3,1,50,8,3,5,1,0,0,2,0,1,1
201501EO40691,1,8,0,18,2,1,0,0,0,0,1,1,1,1,45,7,-1,-1,-1,-1,1,-1,1,1,530830,185600,-0.114324,51.554124,1,3,1,1,22/09/2015,3,1899-12-30 10:35:00,3,E09000019,3,1,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01002767,1,3,1,57,9,3,5,4,0,0,2,0,1,2
201501EO40692,1,8,0,2,0,0,0,0,0,0,1,1,1,1,41,7,1968,2,2,-1,1,-1,1,2,531510,181820,-0.105932,51.519997,1,3,2,1,18/09/2015,6,1899-12-30 10:35:00,2,E09000007,3,201,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000916,1,3,1,41,7,3,9,6,0,0,2,0,1,3
201501EO40692,2,9,0,1,0,0,0,0,0,0,2,1,6,2,71,10,1390,1,5,-1,1,-1,1,2,531510,181820,-0.105932,51.519997,1,3,2,1,18/09/2015,6,1899-12-30 10:35:00,2,E09000007,3,201,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01000916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40693,1,19,0,14,0,2,0,0,0,0,1,1,6,1,27,6,1868,2,14,-1,1,-1,1,1,531160,186560,-0.109209,51.562675,1,3,1,1,18/08/2015,3,1899-12-30 17:58:00,3,E09000019,3,503,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002734,1,3,1,10,2,3,10,2,0,0,2,0,-1,-1
201501EO40694,1,5,0,4,2,8,0,0,0,0,1,1,2,1,36,7,600,1,15,-1,1,-1,2,2,532310,182820,-0.094034,51.528797,1,3,2,2,42316,3,1899-12-30 18:02:00,3,E09000019,3,501,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002702,1,1,1,36,7,3,0,0,0,0,0,5,1,5
201501EO40694,2,1,0,9,0,6,0,0,0,0,4,1,2,2,35,6,-1,-1,-1,-1,1,-1,2,2,532310,182820,-0.094034,51.528797,1,3,2,2,42316,3,1899-12-30 18:02:00,3,E09000019,3,501,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,E01002702,2,1,2,35,6,3,0,0,0,0,0,1,1,3
201501EO40695,1,19,0,9,0,8,0,0,0,0,3,1,6,1,30,6,2198,2,1,-1,1,-1,1,2,530070,186430,-0.124973,51.561759,1,3,2,1,28/07/2015,3,1899-12-30 09:26:00,3,E09000019,3,1,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40695,2,4,0,14,0,8,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,1,-1,1,2,530070,186430,-0.124973,51.561759,1,3,2,1,28/07/2015,3,1899-12-30 09:26:00,3,E09000019,3,1,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002785,1,1,1,25,5,3,0,0,0,0,0,4,1,9
201501EO40696,1,9,0,18,0,0,0,0,0,0,1,1,6,1,57,9,-1,-1,-1,-1,1,-1,1,1,529160,185910,-0.138284,51.557294,1,2,1,1,13/09/2015,1,1899-12-30 00:20:00,3,E09000019,3,400,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002768,1,3,1,25,5,2,5,1,0,0,2,0,-1,-1
201501EO40697,1,11,0,18,0,1,0,0,0,0,0,1,1,1,54,8,8268,2,13,-1,1,-1,1,1,531830,183000,-0.100882,51.530527,1,3,1,1,42072,5,1899-12-30 20:20:00,3,E09000019,3,501,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002707,1,2,2,39,7,3,0,0,0,3,0,11,-1,-1
201501EO40698,1,19,0,18,0,2,0,10,1,10,4,1,1,1,-1,-1,2402,2,8,-1,1,-1,1,1,531230,184770,-0.108867,51.546573,1,3,1,1,42102,3,1899-12-30 11:00:00,3,E09000019,4,515,6,20,6,4,6,0,0,1,1,1,1,0,0,1,1,E01002796,1,1,1,-1,-1,3,0,0,0,0,0,19,1,6
201501EO40699,1,1,0,17,4,8,0,0,0,0,3,1,6,1,38,7,-1,-1,-1,-1,1,-1,1,1,531510,182480,-0.105686,51.525928,1,3,1,1,23/09/2015,4,1899-12-30 17:55:00,3,E09000019,4,502,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002725,1,1,1,38,7,3,0,0,0,0,0,1,1,3
201501EO40701,1,2,0,18,0,0,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,531560,184780,-0.104107,51.546586,1,3,1,1,29/07/2015,4,1899-12-30 18:00:00,3,E09000019,3,1,6,30,0,-1,-1,0,0,4,1,1,1,0,0,1,1,E01002795,1,3,1,34,6,3,1,2,0,0,2,0,1,2
201501EO40703,1,3,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,531570,184770,-0.103967,51.546493,1,3,1,1,26/09/2015,7,1899-12-30 03:00:00,3,E09000019,3,1,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01002795,1,3,1,18,4,3,5,9,0,0,2,0,-1,-1
201501EO40704,1,9,0,9,0,8,0,0,0,0,1,1,6,1,24,5,1896,2,12,-1,1,-1,3,2,530760,186270,-0.115084,51.560161,1,3,2,3,23/09/2015,4,1899-12-30 07:05:00,3,E09000019,3,103,6,30,6,2,3,503,0,5,1,1,1,0,0,1,1,E01002730,1,1,1,24,5,3,0,0,0,0,0,9,1,2
201501EO40704,2,9,0,18,0,8,0,0,0,0,3,1,6,1,45,7,2688,2,15,-1,-1,-1,3,2,530760,186270,-0.115084,51.560161,1,3,2,3,23/09/2015,4,1899-12-30 07:05:00,3,E09000019,3,103,6,30,6,2,3,503,0,5,1,1,1,0,0,1,1,E01002730,2,1,1,45,7,3,0,0,0,0,0,9,-1,-1
201501EO40704,2,9,0,18,0,8,0,0,0,0,3,1,6,1,45,7,2688,2,15,-1,-1,-1,3,2,530760,186270,-0.115084,51.560161,1,3,2,3,23/09/2015,4,1899-12-30 07:05:00,3,E09000019,3,103,6,30,6,2,3,503,0,5,1,1,1,0,0,1,1,E01002730,3,2,1,29,6,3,0,0,1,0,0,9,-1,-1
201501EO40705,1,9,0,4,0,8,0,0,0,0,1,1,6,1,29,6,2996,1,8,-1,1,-1,1,2,531760,183020,-0.101883,51.530723,1,3,2,1,31/08/2015,2,1899-12-30 03:20:00,3,E09000019,3,501,2,30,3,4,3,501,0,8,4,2,2,0,0,1,2,E01002707,1,1,1,29,6,3,0,0,0,0,0,9,1,2
201501EO40705,2,9,0,7,0,8,1,0,0,0,4,1,6,1,22,5,1986,2,9,-1,-1,-1,1,2,531760,183020,-0.101883,51.530723,1,3,2,1,31/08/2015,2,1899-12-30 03:20:00,3,E09000019,3,501,2,30,3,4,3,501,0,8,4,2,2,0,0,1,2,E01002707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40706,1,2,0,18,0,0,1,4,0,0,1,1,6,1,16,4,49,1,7,-1,1,-1,1,2,531020,184720,-0.111913,51.546172,1,3,2,1,25/08/2015,3,1899-12-30 12:30:00,3,E09000019,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002796,1,1,1,16,4,3,0,0,0,0,0,2,1,3
201501EO40706,2,9,0,2,0,0,0,0,0,0,2,1,6,3,-1,-1,1753,2,13,-1,-1,-1,1,2,531020,184720,-0.111913,51.546172,1,3,2,1,25/08/2015,3,1899-12-30 12:30:00,3,E09000019,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40707,1,3,0,9,0,8,0,0,0,0,3,1,6,1,35,6,124,1,-1,-1,1,-1,1,2,530370,185320,-0.121059,51.551714,1,3,2,1,42256,4,1899-12-30 11:55:00,3,E09000019,3,5203,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002762,1,1,1,35,6,3,0,0,0,0,0,3,1,3
201501EO40707,2,9,0,13,0,8,0,0,0,0,4,1,6,1,45,7,1798,8,-1,-1,1,-1,1,2,530370,185320,-0.121059,51.551714,1,3,2,1,42256,4,1899-12-30 11:55:00,3,E09000019,3,5203,2,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40708,1,19,0,9,0,8,0,0,0,0,3,1,6,1,47,8,2148,2,7,-1,1,-1,1,2,531280,182230,-0.109093,51.523735,1,3,2,1,42045,6,1899-12-30 16:55:00,3,E09000019,3,201,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40708,2,3,0,13,0,8,0,0,0,0,1,1,6,1,58,9,-1,-1,-1,-1,1,-1,1,2,531280,182230,-0.109093,51.523735,1,3,2,1,42045,6,1899-12-30 16:55:00,3,E09000019,3,201,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002724,1,1,1,58,9,3,0,0,0,0,0,3,1,1
201501EO40709,1,1,0,17,0,8,0,0,0,0,3,1,6,1,42,7,-1,-1,-1,-1,2,-1,1,1,531760,181830,-0.102327,51.520029,1,3,1,1,29/09/2015,3,1899-12-30 08:00:00,3,E09000019,5,0,6,30,3,4,6,0,0,0,1,1,1,6,0,1,2,E01002724,1,1,1,42,7,3,0,0,0,0,0,1,2,9
201501EO40710,1,9,0,5,0,0,0,0,0,0,2,1,6,2,55,8,1998,1,9,-1,1,-1,1,2,530820,185620,-0.114461,51.554306,1,3,2,1,27/09/2015,1,1899-12-30 17:40:00,3,E09000019,3,1,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002767,1,1,2,55,8,3,0,0,0,0,0,9,1,7
201501EO40710,2,9,0,18,0,0,0,0,0,0,1,1,6,1,24,5,2148,2,10,-1,1,-1,1,2,530820,185620,-0.114461,51.554306,1,3,2,1,27/09/2015,1,1899-12-30 17:40:00,3,E09000019,3,1,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40713,1,9,0,9,0,8,0,0,0,0,1,1,6,1,48,8,-1,-1,-1,-1,1,-1,1,2,530540,186690,-0.1181,51.563987,1,3,2,1,42318,1,1899-12-30 19:30:00,3,E09000019,5,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40713,2,3,0,18,0,8,0,0,0,0,2,1,6,1,25,5,108,1,1,-1,1,-1,1,2,530540,186690,-0.1181,51.563987,1,3,2,1,42318,1,1899-12-30 19:30:00,3,E09000019,5,0,6,30,6,4,6,0,0,0,4,1,1,0,0,1,1,E01002737,1,1,1,25,5,3,0,0,0,0,0,3,1,3
201501EO40714,1,8,0,2,0,2,0,0,0,0,2,1,1,1,48,8,1910,2,5,-1,1,-1,2,2,530610,184550,-0.117885,51.544739,1,3,2,2,42348,2,1899-12-30 13:58:00,3,E09000019,3,5203,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002713,1,1,1,48,8,3,0,0,0,0,0,8,1,5
201501EO40714,1,8,0,2,0,2,0,0,0,0,2,1,1,1,48,8,1910,2,5,-1,1,-1,2,2,530610,184550,-0.117885,51.544739,1,3,2,2,42348,2,1899-12-30 13:58:00,3,E09000019,3,5203,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002713,2,2,2,23,5,3,0,0,2,0,0,8,1,4
201501EO40714,2,90,0,9,0,2,0,4,0,0,1,1,1,1,38,7,2970,2,-1,-1,1,-1,2,2,530610,184550,-0.117885,51.544739,1,3,2,2,42348,2,1899-12-30 13:58:00,3,E09000019,3,5203,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40716,1,5,0,14,0,0,0,0,0,0,4,1,6,1,20,4,600,1,11,-1,1,-1,2,2,531310,183130,-0.108325,51.531816,1,3,2,2,42257,6,1899-12-30 12:30:00,3,E09000019,3,501,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002727,1,1,1,20,4,3,0,0,0,0,0,5,1,2
201501EO40716,2,9,0,6,0,0,0,0,0,0,3,1,6,1,39,7,1598,2,-1,-1,1,-1,2,2,531310,183130,-0.108325,51.531816,1,3,2,2,42257,6,1899-12-30 12:30:00,3,E09000019,3,501,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01002727,2,1,1,39,7,3,0,0,0,0,0,9,1,3
201501EO40717,1,1,0,13,0,8,0,0,0,0,4,1,2,2,31,6,-1,-1,-1,-1,1,-1,1,2,530980,183080,-0.113099,51.531443,1,3,2,1,18/08/2015,3,1899-12-30 10:45:00,3,E09000019,3,501,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002728,1,1,2,31,6,3,0,0,0,0,0,1,1,3
201501EO40717,2,8,0,9,0,5,0,0,0,0,3,1,1,1,38,7,-1,-1,-1,-1,1,-1,1,2,530980,183080,-0.113099,51.531443,1,3,2,1,18/08/2015,3,1899-12-30 10:45:00,3,E09000019,3,501,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40718,1,11,0,5,0,0,0,0,0,0,0,1,1,1,28,6,9360,2,3,-1,1,-1,1,1,531600,184750,-0.103542,51.546307,1,3,1,1,23/08/2015,1,1899-12-30 20:30:00,3,E09000019,3,1,6,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01002795,1,2,2,63,9,3,0,0,0,3,0,11,1,3
201501EO40719,1,9,0,9,0,8,0,0,0,0,3,1,6,1,24,5,1598,2,1,-1,1,-1,1,1,530460,186010,-0.119506,51.557894,1,3,1,1,25/08/2015,3,1899-12-30 17:51:00,3,E09000019,3,1,3,30,6,2,3,503,0,5,1,2,2,0,6,1,1,E01002731,1,3,2,8,2,3,1,3,0,0,2,0,1,1
201501EO40720,1,9,0,3,0,1,0,0,0,0,2,1,6,1,39,7,1586,1,10,-1,1,-1,1,2,530620,185830,-0.117266,51.55624,1,3,2,1,29/08/2015,7,1899-12-30 21:16:00,3,E09000019,3,1,2,30,3,2,3,503,0,5,4,2,2,0,0,1,1,E01002763,1,1,1,39,7,3,0,0,0,0,0,9,1,2
201501EO40720,2,9,0,5,0,1,0,0,0,0,1,1,6,1,39,7,1197,1,-1,-1,1,-1,1,2,530620,185830,-0.117266,51.55624,1,3,2,1,29/08/2015,7,1899-12-30 21:16:00,3,E09000019,3,1,2,30,3,2,3,503,0,5,4,2,2,0,0,1,1,E01002763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40721,1,1,0,18,0,1,0,0,0,0,2,1,6,2,31,6,-1,-1,-1,-1,1,-1,1,2,531450,186690,-0.104979,51.563775,1,3,2,1,42044,4,1899-12-30 20:55:00,3,E09000019,5,0,2,30,3,4,5,0,0,0,4,1,2,0,0,1,1,E01002748,1,1,2,31,6,3,0,0,0,0,0,1,1,2
201501EO40721,2,9,0,18,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,531450,186690,-0.104979,51.563775,1,3,2,1,42044,4,1899-12-30 20:55:00,3,E09000019,5,0,2,30,3,4,5,0,0,0,4,1,2,0,0,1,1,E01002748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40722,1,1,0,18,0,8,0,0,0,0,3,1,6,1,24,5,-1,-1,-1,-1,1,-1,1,2,530880,182840,-0.114629,51.52931,1,2,2,1,42347,7,1899-12-30 20:15:00,3,E09000019,6,0,1,30,1,4,6,0,0,0,4,1,1,0,0,1,2,E01002728,1,1,1,24,5,2,0,0,0,0,0,1,1,2
201501EO40722,2,9,0,18,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,530880,182840,-0.114629,51.52931,1,2,2,1,42347,7,1899-12-30 20:15:00,3,E09000019,6,0,1,30,1,4,6,0,0,0,4,1,1,0,0,1,2,E01002728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40723,1,5,0,5,9,1,0,0,0,0,4,1,6,1,27,6,599,1,7,-1,1,-1,1,1,530150,187180,-0.123542,51.56848,1,3,1,1,29/06/2015,2,1899-12-30 10:35:00,3,E09000019,6,0,6,20,3,4,3,103,0,0,1,1,1,0,0,1,1,E01002758,1,3,1,43,7,3,6,9,0,0,2,0,1,2
201501EO40724,1,9,0,18,0,2,0,0,0,0,3,1,6,1,48,8,1896,2,13,-1,1,-1,1,2,531220,184980,-0.108933,51.548462,1,3,2,1,28/09/2015,2,1899-12-30 18:55:00,3,E09000019,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40724,2,1,0,18,0,1,0,0,0,0,3,1,6,1,32,6,-1,-1,-1,-1,1,-1,1,2,531220,184980,-0.108933,51.548462,1,3,2,1,28/09/2015,2,1899-12-30 18:55:00,3,E09000019,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,E01002795,1,1,1,32,6,3,0,0,0,0,0,1,1,4
201501EO40725,1,8,0,18,0,1,0,0,0,0,3,1,1,2,60,9,1997,2,2,-1,1,-1,1,1,531210,182230,-0.110101,51.523751,1,2,1,1,13/10/2015,3,1899-12-30 08:15:00,3,E09000019,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,E01002724,1,3,1,63,9,2,9,9,0,0,2,0,3,8
201501EO40726,1,9,0,18,0,1,0,0,0,0,3,1,6,1,42,7,-1,-1,-1,-1,1,-1,1,2,529570,186730,-0.132072,51.56457,1,3,2,1,42104,1,1899-12-30 04:42:00,3,E09000019,3,1,6,20,3,4,6,0,0,4,4,1,1,0,0,1,1,E01002772,1,1,1,42,7,3,0,0,0,0,0,9,1,4
201501EO40726,2,9,0,13,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,529570,186730,-0.132072,51.56457,1,3,2,1,42104,1,1899-12-30 04:42:00,3,E09000019,3,1,6,20,3,4,6,0,0,4,4,1,1,0,0,1,1,E01002772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40727,1,9,0,12,0,1,0,0,0,0,1,1,6,1,26,6,1497,1,13,-1,-1,-1,1,2,531170,182370,-0.110625,51.525019,1,3,2,1,27/09/2015,1,1899-12-30 13:30:00,3,E09000019,3,201,6,30,6,2,3,401,0,5,1,1,1,0,0,1,1,E01002724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40727,2,1,0,18,0,1,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1,1,-1,1,2,531170,182370,-0.110625,51.525019,1,3,2,1,27/09/2015,1,1899-12-30 13:30:00,3,E09000019,3,201,6,30,6,2,3,401,0,5,1,1,1,0,0,1,1,E01002724,1,1,1,-1,-1,3,0,0,0,0,0,1,1,5
201501EO40728,1,19,0,5,0,8,0,0,0,0,3,1,6,1,22,5,2287,2,4,-1,-1,-1,1,2,531100,183100,-0.111362,51.531595,1,2,2,1,22/10/2015,5,1899-12-30 22:55:00,3,E09000019,3,501,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40728,2,5,0,13,0,8,0,7,0,0,3,1,6,1,38,7,999,1,7,-1,1,-1,1,2,531100,183100,-0.111362,51.531595,1,2,2,1,22/10/2015,5,1899-12-30 22:55:00,3,E09000019,3,501,6,30,6,2,5,0,0,5,4,1,1,0,0,1,1,E01002728,1,1,1,38,7,2,0,0,0,0,0,5,1,4
201501EO40729,1,3,0,18,0,8,0,0,0,0,1,1,6,1,24,5,125,1,5,-1,1,-1,1,2,531100,183100,-0.111362,51.531595,1,3,2,1,42317,6,1899-12-30 17:45:00,3,E09000019,3,501,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002728,1,1,1,24,5,3,0,0,0,0,0,3,1,4
201501EO40729,2,9,0,9,0,8,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,1,2,531100,183100,-0.111362,51.531595,1,3,2,1,42317,6,1899-12-30 17:45:00,3,E09000019,3,501,6,30,6,2,5,0,0,5,1,1,1,0,0,1,1,E01002728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
201501EO40730,1,9,0,9,0,8,0,0,0,0,3,1,6,1,36,7,1798,8,3,-1,1,-1,1,2,529300,186530,-0.136038,51.562834,1,2,2,1,42014,5,1899-12-30 17:15:00,3,E09000019,3,400,6,20,3,4,3,400,0,0,1,1,1,0,0,1,1,E01002773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
